"STATION","NAME","DATE","TMAX"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-19","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-20","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-21","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-22","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-23","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-24","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-25","92"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-26","89"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-27","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-28","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-29","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-11-30","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-01","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-02","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-03","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-04","90"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-05","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-06","95"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-07","90"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-08","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-09","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-10","93"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-11","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-12","94"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-13","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-14","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-15","93"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-16","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-17","95"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-18","100"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-19","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-20","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-21","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-22","94"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-23","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-24","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-25","93"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-26","92"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-27","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-28","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-29","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-30","94"
"AR000875850","BUENOS AIRES OBSERV, AR","1975-12-31","98"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-01","96"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-02","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-03","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-04","94"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-05","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-06","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-07","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-08","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-09","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-10","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-11","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-12","90"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-13","84"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-14","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-15","89"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-16","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-17","95"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-18","90"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-19","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-20","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-21","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-22","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-23","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-24","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-25","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-26","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-27","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-28","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-29","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-30","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-01-31","89"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-01","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-02","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-03","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-04","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-05","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-06","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-07","90"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-08","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-09","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-10","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-11","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-12","87"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-13","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-14","89"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-15","88"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-16","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-17","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-18","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-19","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-20","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-21","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-22","84"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-23","84"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-24","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-25","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-26","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-27","87"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-28","84"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-02-29","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-01","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-02","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-03","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-04","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-05","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-06","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-07","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-08","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-09","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-10","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-11","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-12","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-13","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-14","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-15","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-16","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-17","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-18","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-19","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-20","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-21","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-22","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-23","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-24","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-25","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-26","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-27","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-28","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-29","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-30","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-03-31","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-01","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-02","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-03","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-04","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-05","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-06","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-07","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-08","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-09","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-10","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-11","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-12","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-13","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-14","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-15","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-16","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-17","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-18","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-19","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-20","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-21","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-22","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-23","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-24","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-25","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-26","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-27","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-28","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-29","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-04-30","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-01","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-02","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-03","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-04","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-05","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-06","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-07","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-08","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-09","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-10","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-11","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-12","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-13","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-14","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-15","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-16","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-17","60"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-18","60"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-19","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-20","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-21","57"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-22","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-23","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-24","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-25","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-26","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-27","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-28","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-29","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-30","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-05-31","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-01","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-02","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-03","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-04","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-05","50"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-06","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-07","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-08","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-09","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-10","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-11","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-12","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-13","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-14","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-15","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-16","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-17","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-18","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-19","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-20","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-21","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-22","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-23","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-24","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-25","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-26","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-27","60"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-28","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-29","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-06-30","51"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-01","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-02","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-03","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-04","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-05","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-06","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-07","51"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-08","49"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-09","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-10","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-11","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-12","60"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-13","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-14","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-15","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-16","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-17","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-18","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-19","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-20","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-21","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-22","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-23","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-24","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-25","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-26","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-27","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-28","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-29","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-30","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-07-31","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-01","53"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-02","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-03","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-04","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-05","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-06","57"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-07","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-08","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-09","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-10","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-11","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-12","55"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-13","56"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-14","54"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-15","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-16","59"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-17","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-18","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-19","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-20","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-21","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-22","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-23","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-24","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-25","57"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-26","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-27","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-28","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-29","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-30","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-08-31","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-01","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-02","62"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-03","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-04","51"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-05","50"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-06","51"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-07","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-08","49"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-09","52"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-10","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-11","61"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-12","58"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-13","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-14","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-15","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-16","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-17","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-18","65"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-19","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-20","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-21","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-22","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-23","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-24","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-25","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-26","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-27","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-28","87"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-29","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-09-30","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-01","64"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-02","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-03","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-04","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-05","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-06","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-07","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-08","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-09","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-10","63"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-11","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-12","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-13","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-14","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-15","76"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-16","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-17","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-18","66"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-19","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-20","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-21","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-22","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-23","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-24","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-25","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-26","67"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-27","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-28","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-29","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-30","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-10-31","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-01","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-02","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-03","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-04","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-05","70"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-06","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-07","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-08","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-09","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-10","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-11","68"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-12","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-13","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-14","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-15","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-16","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-17","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-18","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-19","86"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-20","82"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-21","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-22","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-23","69"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-24","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-25","71"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-26","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-27","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-28","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-29","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-11-30","73"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-01","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-02","75"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-03","89"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-04","94"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-05","87"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-06","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-07","79"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-08","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-09","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-10","77"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-11","83"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-12","91"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-13","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-14","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-15","72"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-16","74"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-17","81"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-18","85"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-19","78"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-20","80"
"AR000875850","BUENOS AIRES OBSERV, AR","1976-12-21","83"
