"STATION","NAME","DATE","TMAX"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-13","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-14","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-15","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-16","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-17","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-18","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-19","66"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-20","66"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-21","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-22","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-23","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-24","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-25","73"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-26","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-27","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-28","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-29","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-30","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10-31","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-01","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-02","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-03","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-04","61"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-05","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-06","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-07","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-08","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-09","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-10","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-11","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-12","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-13","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-14","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-15","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-16","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-17","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-18","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-19","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-20","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-21","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-22","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-23","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-24","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-25","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-26","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-27","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-28","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-29","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11-30","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-01","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-02","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-03","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-04","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-05","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-06","44"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-07","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-08","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-09","61"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-10","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-11","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-12","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-13","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-14","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-15","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-16","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-17","45"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-18","45"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-19","39"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-20","40"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-21","40"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-22","42"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-23","45"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-24","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-25","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-26","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-27","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-28","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-29","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-30","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12-31","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-01","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-02","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-03","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-04","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-05","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-06","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-07","45"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-08","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-09","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-10","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-11","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-12","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-13","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-14","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-15","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-16","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-17","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-18","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-19","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-20","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-21","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-22","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-23","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-24","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-25","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-26","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-27","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-28","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-29","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-30","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01-31","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-01","45"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-02","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-03","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-04","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-05","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-06","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-07","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-08","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-09","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-10","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-11","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-12","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-13","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-14","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-15","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-16","38"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-17","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-18","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-19","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-20","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-21","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-22","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-23","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-24","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-25","44"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-26","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-27","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02-28","41"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-01","47"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-02","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-03","61"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-04","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-05","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-06","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-07","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-08","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-09","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-10","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-11","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-12","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-13","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-14","52"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-15","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-16","49"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-17","46"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-18","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-19","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-20","48"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-21","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-22","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-23","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-24","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-25","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-26","57"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-27","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-28","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-29","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-30","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03-31","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-01","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-02","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-03","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-04","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-05","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-06","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-07","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-08","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-09","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-10","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-11","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-12","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-13","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-14","51"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-15","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-16","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-17","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-18","61"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-19","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-20","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-21","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-22","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-23","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-24","58"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-25","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-26","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-27","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-28","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-29","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04-30","66"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-01","74"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-02","73"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-03","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-04","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-05","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-06","66"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-07","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-08","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-09","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-10","76"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-11","82"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-12","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-13","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-14","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-15","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-16","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-17","78"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-18","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-19","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-20","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-21","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-22","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-23","70"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-24","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-25","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-26","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-27","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-28","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-29","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-30","76"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05-31","71"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-01","78"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-02","82"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-03","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-04","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-05","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-06","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-07","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-08","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-09","74"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-10","78"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-11","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-12","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-13","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-14","75"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-15","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-16","82"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-17","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-18","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-19","93"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-20","95"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-21","93"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-22","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-23","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-24","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-25","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-26","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-27","85"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-28","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-29","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06-30","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-01","75"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-02","76"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-03","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-04","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-05","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-06","85"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-07","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-08","94"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-09","99"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-10","95"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-11","74"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-12","78"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-13","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-14","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-15","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-16","95"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-17","97"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-18","95"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-19","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-20","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-21","92"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-22","90"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-23","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-24","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-25","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-26","96"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-27","100"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-28","100"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-29","100"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-30","94"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07-31","90"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-01","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-02","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-03","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-04","93"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-05","92"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-06","94"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-07","90"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-08","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-09","92"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-10","92"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-11","92"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-12","96"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-13","97"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-14","97"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-15","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-16","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-17","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-18","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-19","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-20","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-21","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-22","90"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-23","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-24","83"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-25","88"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-26","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-27","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-28","85"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-29","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-30","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08-31","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-01","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-02","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-03","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-04","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-05","91"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-06","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-07","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-08","84"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-09","88"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-10","87"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-11","89"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-12","86"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-13","78"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-14","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-15","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-16","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-17","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-18","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-19","75"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-20","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-21","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-22","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-23","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-24","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-25","72"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-26","76"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-27","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-28","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-29","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09-30","80"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-01","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-02","79"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-03","81"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-04","69"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-05","66"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-06","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-07","68"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-08","77"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-09","62"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-10","61"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-11","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-12","54"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-13","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-14","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-15","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-16","59"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-17","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-18","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-19","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-20","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-21","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-22","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-23","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-24","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-25","53"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-26","50"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-27","55"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-28","56"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-29","60"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-30","63"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10-31","64"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-11-01","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-11-02","65"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-11-03","67"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-11-04","72"
